block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-10-12-29-B02,RKF-10-12-29,2,Desenvolvimento,Bloco 2,2400,2400: 3x broken 800: 4x200 IM / 8x100 IM / 16x50 ordem IM; aumentar qualidade,,Medley,,,structured_from_source,READY,Treinos_10_12,30
RKF-10-12-29-B03,RKF-10-12-29,3,Desenvolvimento,Bloco 3,600,600: 6x100 =50 estilo+50 livre A2,A2,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,30
RKF-10-12-29-B04,RKF-10-12-29,4,Desenvolvimento,Bloco 4,200,200: 8x25 virada/transição,,,,,structured_from_source,READY,Treinos_10_12,30
RKF-10-12-29-B05,RKF-10-12-29,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,30
RKF-10-12-30-B01,RKF-10-12-30,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,31
RKF-10-12-30-B02,RKF-10-12-30,2,Desenvolvimento,Bloco 2,2000,2000: 2x[400 IM técnico+300 (100 IM+200 livre)+200 IM A2+100 IM forte técnico],A2,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_10_12,31
RKF-10-12-30-B03,RKF-10-12-30,3,Desenvolvimento,Bloco 3,800,800: 8x100 progressivos 1–4 alternando IM e 50 estilo+50 livre,,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_10_12,31
RKF-10-12-30-B04,RKF-10-12-30,4,Desenvolvimento,Bloco 4,200,200: 8x25 velocidade curta por estilo,,,,,structured_from_source,READY,Treinos_10_12,31
RKF-10-12-30-B05,RKF-10-12-30,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,31
RKF-10-12-31-B01,RKF-10-12-31,1,Aquecimento,Aquecimento,700,700 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-31-B02,RKF-10-12-31,2,Desenvolvimento,Bloco 2,800,800: 8x100 =25 paraquedas P+25 livre transferência+50 estilo técnico,,Livre/Crawl,Paraquedas,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-31-B03,RKF-10-12-31,3,Desenvolvimento,Bloco 3,800,800: 4x200 IM A2,A2,Medley,,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-31-B04,RKF-10-12-31,4,Desenvolvimento,Bloco 4,600,600: 8x75 =25 resistido leve/palmar+25 livre+25 estilo,,Livre/Crawl,Palmar,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-31-B05,RKF-10-12-31,5,Desenvolvimento,Bloco 5,300,300: 3x100 IM progressivos,,Medley,,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-31-B06,RKF-10-12-31,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,32
RKF-10-12-32-B01,RKF-10-12-32,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-32-B02,RKF-10-12-32,2,Desenvolvimento,Bloco 2,1600,1600: 2x800 =200 IM+200 livre+200 IM+200 livre; 2º mais rápido,,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-32-B03,RKF-10-12-32,3,Desenvolvimento,Bloco 3,1200,"1200: 3x400 =200 IM+200 livre A2, descendente 1–3",A2,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-32-B04,RKF-10-12-32,4,Desenvolvimento,Bloco 4,400,400: 4x100 IM técnico,,Medley,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-32-B05,RKF-10-12-32,5,Desenvolvimento,Bloco 5,200,200: 8x25 transições,,,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-32-B06,RKF-10-12-32,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,33
RKF-10-12-33-B01,RKF-10-12-33,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,34
RKF-10-12-33-B02,RKF-10-12-33,2,Desenvolvimento,Bloco 2,1800,1800: 12x150 em 3 blocos: borbo/costas/livre; costas/peito/livre; peito/livre/escolha; progressivos 1–4,,Livre/Crawl|Costas|Peito|Borboleta,,,structured_from_source,READY,Treinos_10_12,34
RKF-10-12-33-B03,RKF-10-12-33,3,Desenvolvimento,Bloco 3,600,600: 6x100 IM técnico,,Medley,,,structured_from_source,READY,Treinos_10_12,34
RKF-10-12-33-B04,RKF-10-12-33,4,Desenvolvimento,Bloco 4,400,400: 8x50 perna estilos,,,,Perna,structured_from_source,READY,Treinos_10_12,34
RKF-10-12-33-B05,RKF-10-12-33,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,34
RKF-10-12-34-B01,RKF-10-12-34,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,35
RKF-10-12-34-B02,RKF-10-12-34,2,Desenvolvimento,Bloco 2,2000,2000: 5x4x100: IM técnico; 25 cada estilo; 50 estilo+50 livre; IM progressivo; estilo fraco+livre. Todos progressivos 1–4,,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_10_12,35
RKF-10-12-34-B03,RKF-10-12-34,3,Desenvolvimento,Bloco 3,600,600: 4x150 =50 perna estilo+100 nado,,,,Perna,structured_from_source,READY,Treinos_10_12,35
RKF-10-12-34-B04,RKF-10-12-34,4,Desenvolvimento,Bloco 4,400,400: 8x50 =25 rápido estilo+25 fácil,,,,,structured_from_source,READY,Treinos_10_12,35
RKF-10-12-34-B05,RKF-10-12-34,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,35
RKF-10-12-35-B01,RKF-10-12-35,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,36
RKF-10-12-35-B02,RKF-10-12-35,2,Desenvolvimento,Bloco 2,2400,"2400: 2x[100 IM+200 IM+300 (100 IM+200 livre)+400 (200 IM+200 livre)+200 IM], 2ª negative split",,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,36
RKF-10-12-35-B03,RKF-10-12-35,3,Desenvolvimento,Bloco 3,600,600: 6x100 =50 perna estilo+50 nado estilo,,,,Perna,structured_from_source,READY,Treinos_10_12,36
RKF-10-12-35-B04,RKF-10-12-35,4,Desenvolvimento,Bloco 4,200,200: 8x25 velocidade técnica,,,,,structured_from_source,READY,Treinos_10_12,36
RKF-10-12-35-B05,RKF-10-12-35,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,36
RKF-10-12-36-B01,RKF-10-12-36,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-36-B02,RKF-10-12-36,2,Desenvolvimento,Bloco 2,400,"400: 16x25, 4 de cada estilo: saída/submerso/breakout/chegada",,,,Submerso|Breakout,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-36-B03,RKF-10-12-36,3,Desenvolvimento,Bloco 3,800,800: 8x100 IM técnico focando transições,,Medley,,,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-36-B04,RKF-10-12-36,4,Desenvolvimento,Bloco 4,800,800: 4x200 =100 IM+100 livre A2,A2,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-36-B05,RKF-10-12-36,5,Desenvolvimento,Bloco 5,400,400: 8x50 estilos progressivos 1–4,,,,,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-36-B06,RKF-10-12-36,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,37
RKF-10-12-37-B01,RKF-10-12-37,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-37-B02,RKF-10-12-37,2,Desenvolvimento,Bloco 2,800,800: 4x200 IM reverso técnico,,Medley,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-37-B03,RKF-10-12-37,3,Desenvolvimento,Bloco 3,800,800: 4x200 IM normal A2,A2,Medley,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-37-B04,RKF-10-12-37,4,Desenvolvimento,Bloco 4,800,"800: 8x100 alternando IM reverso/normal, progressivos por pares",,Medley,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-37-B05,RKF-10-12-37,5,Desenvolvimento,Bloco 5,400,400: 8x50 =25 estilo fraco+25 livre,,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-37-B06,RKF-10-12-37,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,38
RKF-10-12-38-B01,RKF-10-12-38,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,39
RKF-10-12-38-B02,RKF-10-12-38,2,Desenvolvimento,Bloco 2,1800,1800: 3x600: 200 IM+400 livre; 4x100 IM+200 livre; 100 perna IM+200 IM+300 livre negative split,,Livre/Crawl,,Perna,structured_from_source,READY,Treinos_10_12,39
RKF-10-12-38-B03,RKF-10-12-38,3,Desenvolvimento,Bloco 3,1200,1200: 3x400 =100 IM+200 livre A2+100 IM forte técnico,A2,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_10_12,39
RKF-10-12-38-B04,RKF-10-12-38,4,Desenvolvimento,Bloco 4,400,400: 4x100 IM progressivos 1–4,,Medley,,,structured_from_source,READY,Treinos_10_12,39
RKF-10-12-38-B05,RKF-10-12-38,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,39
RKF-10-12-39-B01,RKF-10-12-39,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-39-B02,RKF-10-12-39,2,Desenvolvimento,Bloco 2,800,800: 8x100 =50 educativo estilo fraco+50 nado,,,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-39-B03,RKF-10-12-39,3,Desenvolvimento,Bloco 3,800,800: 4x200 IM enfatizando estilo fraco,,Medley,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-39-B04,RKF-10-12-39,4,Desenvolvimento,Bloco 4,900,900: 6x150 =50 estilo fraco+50 livre A2+50 IM por rotação,A2,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-39-B05,RKF-10-12-39,5,Desenvolvimento,Bloco 5,200,200: 8x25 velocidade técnica estilo forte,,,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-39-B06,RKF-10-12-39,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,40
RKF-10-12-40-B01,RKF-10-12-40,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B02,RKF-10-12-40,2,Desenvolvimento,Bloco 2,400,400: 8x50 perna 4 estilos,,,,Perna,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B03,RKF-10-12-40,3,Desenvolvimento,Bloco 3,600,600: 8x75 =25 drill+25 estilo+25 livre,,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B04,RKF-10-12-40,4,Desenvolvimento,Bloco 4,800,800: 4x200 IM técnico/A2,A2,Medley,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B05,RKF-10-12-40,5,Desenvolvimento,Bloco 5,800,800: 8x100 IM progressivos 1–4 x2,,Medley,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B06,RKF-10-12-40,6,Desenvolvimento,Bloco 6,400,"400: 4x100 =25 cada estilo, último 25 mais rápido",,,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B07,RKF-10-12-40,7,Desenvolvimento,Bloco 7,200,200: 8x25 transições/viradas,,,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-40-B08,RKF-10-12-40,8,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,41
RKF-10-12-41-B01,RKF-10-12-41,1,Aquecimento,Aquecimento,600,"600: 200 livre + 4x50 estilos + 4x50 progressivos, aumentando conscientemente a pernada",,Livre/Crawl,,Perna,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-41-B02,RKF-10-12-41,2,Desenvolvimento,Bloco 2,400,400: 8x50 perna = 25 streamline + 25 lateral/costas,,Costas,,Streamline|Perna,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-41-B03,RKF-10-12-41,3,Desenvolvimento,Bloco 3,800,800: 8x100 = 50 perna + 50 nado; manter no nado a frequência da pernada; progressivos 1–4 x2,,,,Perna,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-41-B04,RKF-10-12-41,4,Desenvolvimento,Bloco 4,800,800: 4x200 = 50 perna A2 + 100 nado A2 + 50 nado progressivo aumentando pernas,A2,,,Perna,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-41-B05,RKF-10-12-41,5,Desenvolvimento,Bloco 5,400,400: 8x50 = 25 nado normal + 25 aumentando somente a frequência da pernada,,,,Perna,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-41-B06,RKF-10-12-41,6,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,42
RKF-10-12-42-B01,RKF-10-12-42,1,Aquecimento,Aquecimento,600,600 aquecimento variado,,,,,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-42-B02,RKF-10-12-42,2,Desenvolvimento,Bloco 2,600,600: 12x50 perna progressivos 1–3,,,,Perna,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-42-B03,RKF-10-12-42,3,Desenvolvimento,Bloco 3,900,900: 6x150 = 50 perna A2 + 50 nado A2 + 50 nado forte usando muito as pernas,A2,,,Perna,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-42-B04,RKF-10-12-42,4,Desenvolvimento,Bloco 4,800,800: 8x100 = 75 A2 + 25 rápido de pernas,A2,,,Perna,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-42-B05,RKF-10-12-42,5,Desenvolvimento,Bloco 5,200,"200: 8x25 = 12,5 perna forte + 12,5 nado rápido",,,,Perna,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-42-B06,RKF-10-12-42,6,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,43
RKF-10-12-43-B01,RKF-10-12-43,1,Aquecimento,Aquecimento,600,600 aquecimento incluindo IM técnico,,Medley,,,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B02,RKF-10-12-43,2,Desenvolvimento,Bloco 2,800,800: 4x200 perna — borboleta / costas / peito / livre,,Livre/Crawl|Costas|Peito|Borboleta,,Perna,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B03,RKF-10-12-43,3,Desenvolvimento,Bloco 3,800,800: 8x100 = 50 perna do estilo + 50 nado do mesmo estilo,,,,Perna,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B04,RKF-10-12-43,4,Desenvolvimento,Bloco 4,400,"400: 8x50 IM em ordem, enfatizando continuidade da pernada",,Medley,,Perna,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B05,RKF-10-12-43,5,Desenvolvimento,Bloco 5,400,400: 8x50 = 25 perna estilo + 25 nado mesmo estilo,,,,Perna,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B06,RKF-10-12-43,6,Desenvolvimento,Bloco 6,200,200: 8x25 submerso + breakout,,,,Submerso|Breakout,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-43-B07,RKF-10-12-43,7,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,44
RKF-10-12-44-B01,RKF-10-12-44,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,45
RKF-10-12-44-B02,RKF-10-12-44,2,Desenvolvimento,Bloco 2,400,400: 8x50 perna A1→A2,A2|A1,,,Perna,structured_from_source,READY,Treinos_10_12,45
RKF-10-12-44-B03,RKF-10-12-44,3,Desenvolvimento,Bloco 3,1600,1600: 4x4x100 progressivos 1–4; B1 25 perna+75 nado; B2 50 perna+50 nado; B3 100 nado aumentando pernas; B4 nado completo progressivo,,,,Perna,structured_from_source,READY,Treinos_10_12,45
RKF-10-12-44-B04,RKF-10-12-44,4,Desenvolvimento,Bloco 4,600,"600: 6x100 A2, último 25 usando pernas fortes",A2,,,Perna,structured_from_source,READY,Treinos_10_12,45
RKF-10-12-44-B05,RKF-10-12-44,5,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,45
RKF-10-12-45-B01,RKF-10-12-45,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,46
RKF-10-12-45-B02,RKF-10-12-45,2,Desenvolvimento,Bloco 2,2400,2400: 6x400 — 1)200 perna+200 nado; 2)4x(50 perna+50 nado); 3)100 perna+300 A2; 4)300 A2+100 forte de pernas; 5)4x100 progressivos aumentando pernas; 6)400 negative split com mais pernas no 2º200,A2,,,Perna,structured_from_source,READY,Treinos_10_12,46
RKF-10-12-45-B03,RKF-10-12-45,3,Desenvolvimento,Bloco 3,400,400: 8x50 perna/nado rápido,,,,Perna,structured_from_source,READY,Treinos_10_12,46
RKF-10-12-45-B04,RKF-10-12-45,4,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,46
RKF-10-12-46-B01,RKF-10-12-46,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-46-B02,RKF-10-12-46,2,Desenvolvimento,Bloco 2,400,400: 16x25 = 10–15 m submerso + completar leve,,,,Submerso,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-46-B03,RKF-10-12-46,3,Desenvolvimento,Bloco 3,600,600: 8x75 = 25 perna streamline + 25 breakout/nado + 25 A1,A1,,,Streamline|Breakout|Perna,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-46-B04,RKF-10-12-46,4,Desenvolvimento,Bloco 4,800,800: 8x100 = 25 perna forte + 75 nado mantendo pernas ativas,,,,Perna,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-46-B05,RKF-10-12-46,5,Desenvolvimento,Bloco 5,400,400: 4x100 = 50 perna + 50 nado progressivo,,,,Perna,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-46-B06,RKF-10-12-46,6,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,47
RKF-10-12-47-B01,RKF-10-12-47,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-47-B02,RKF-10-12-47,2,Desenvolvimento,Bloco 2,800,800: 8x100 = 50 perna + 50 nado A2,A2,,,Perna,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-47-B03,RKF-10-12-47,3,Desenvolvimento,Bloco 3,1600,1600: 2x800 = 200 A1 + 200 A2 + 200 A2 com pernas mais presentes + 200 negative split,A2|A1,,,Perna,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-47-B04,RKF-10-12-47,4,Desenvolvimento,Bloco 4,600,600: 3x200 = 150 nado A2 + 50 aumentando muito a frequência de pernas,A2,,,Perna,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-47-B05,RKF-10-12-47,5,Desenvolvimento,Bloco 5,200,200: 8x25 rápido/fácil,,,,,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-47-B06,RKF-10-12-47,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,48
RKF-10-12-48-B01,RKF-10-12-48,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-48-B02,RKF-10-12-48,2,Desenvolvimento,Bloco 2,600,600: 12x50 alternando perna costas streamline / perna livre,,Livre/Crawl|Costas,,Streamline|Perna,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-48-B03,RKF-10-12-48,3,Desenvolvimento,Bloco 3,800,"800: 8x100 = 50 costas + 50 livre, pernas contínuas",,Livre/Crawl|Costas,,Perna,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-48-B04,RKF-10-12-48,4,Desenvolvimento,Bloco 4,800,800: 4x200 = 50 perna costas + 50 costas + 50 perna livre + 50 livre,,Livre/Crawl|Costas,,Perna,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-48-B05,RKF-10-12-48,5,Desenvolvimento,Bloco 5,400,400: 8x50 progressivos 1–4,,,,,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-48-B06,RKF-10-12-48,6,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,49
RKF-10-12-49-B01,RKF-10-12-49,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,50
RKF-10-12-49-B02,RKF-10-12-49,2,Desenvolvimento,Bloco 2,2000,2000: 4x500 = 100 perna + 150 nado A2 + 50 perna forte + 200 nado progressivo,A2,,,Perna,structured_from_source,READY,Treinos_10_12,50
RKF-10-12-49-B03,RKF-10-12-49,3,Desenvolvimento,Bloco 3,400,400: 8x50 = 25 perna forte + 25 nado forte,,,,Perna,structured_from_source,READY,Treinos_10_12,50
RKF-10-12-49-B04,RKF-10-12-49,4,Desenvolvimento,Bloco 4,400,400: 4x100 IM técnico com pernas ativas,,Medley,,Perna,structured_from_source,READY,Treinos_10_12,50
RKF-10-12-49-B05,RKF-10-12-49,5,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,50
RKF-10-12-50-B01,RKF-10-12-50,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B02,RKF-10-12-50,2,Desenvolvimento,Bloco 2,400,400: 8x50 perna progressivos 1–4,,,,Perna,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B03,RKF-10-12-50,3,Desenvolvimento,Bloco 3,400,"400: 16x25 = 12,5 perna máxima + 12,5 nado rápido",,,,Perna,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B04,RKF-10-12-50,4,Desenvolvimento,Bloco 4,800,"800: 8x100 = 75 A1/A2 + 25 rápido, acelerar primeiro pelas pernas",A2|A1,,,Perna,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B05,RKF-10-12-50,5,Desenvolvimento,Bloco 5,600,600: 4x150 = 50 perna + 50 nado A2 + 50 rápido,A2,,,Perna,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B06,RKF-10-12-50,6,Desenvolvimento,Bloco 6,200,200: 8x25 saídas/breakouts,,,,Breakout,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-50-B07,RKF-10-12-50,7,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,51
RKF-10-12-51-B01,RKF-10-12-51,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B02,RKF-10-12-51,2,Desenvolvimento,Bloco 2,800,800: 4x200 perna IM,,,,Perna,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B03,RKF-10-12-51,3,Desenvolvimento,Bloco 3,800,800: 8x100 = 50 perna estilo + 50 nado mesmo estilo,,,,Perna,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B04,RKF-10-12-51,4,Desenvolvimento,Bloco 4,600,600: 3x200 IM = primeiro 100 técnico + segundo 100 aumentando pernas,,Medley,,Perna,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B05,RKF-10-12-51,5,Desenvolvimento,Bloco 5,400,400: 8x50 estilo/livre progressivos,,Livre/Crawl,,,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B06,RKF-10-12-51,6,Desenvolvimento,Bloco 6,200,200: 8x25 transições IM,,,,,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-51-B07,RKF-10-12-51,7,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,52
RKF-10-12-52-B01,RKF-10-12-52,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,53
RKF-10-12-52-B02,RKF-10-12-52,2,Desenvolvimento,Bloco 2,2400,"2400: 2x1200 = 100 perna + 200 nado + 300(100 perna+200 nado) + 300 nado A2 + 200(50 perna+150 nado) + 100 nado forte de pernas; 1ª A1/A2, 2ª A2 progressiva",A2|A1,,,Perna,structured_from_source,READY,Treinos_10_12,53
RKF-10-12-52-B03,RKF-10-12-52,3,Desenvolvimento,Bloco 3,400,400: 8x50 rápido/fácil,,,,,structured_from_source,READY,Treinos_10_12,53
RKF-10-12-52-B04,RKF-10-12-52,4,Regenerativo,Regenerativo,200,200 regenerativo,,,,,structured_from_source,READY,Treinos_10_12,53
RKF-10-12-53-B01,RKF-10-12-53,1,Aquecimento,Aquecimento,600,600 aquecimento,,,,,structured_from_source,READY,Treinos_10_12,54
RKF-10-12-53-B02,RKF-10-12-53,2,Desenvolvimento,Bloco 2,400,400: 8x50 perna,,,,Perna,structured_from_source,READY,Treinos_10_12,54
