session_id,title,volume_proposed_m,volume_audited_m,difference_m,audit_status,source_sheet,source_row,age_band,periodization_compatibility,profile,session_type,objective,zone_intention_raw,zones,styles,materials,skills,load_pse,block_count,machine_status,app_selectable,selection_features,adaptation_rules,schema_version
RKF-10-12-52,Escada perna/nado,3600,3600,0,OK — EXATO,Treinos_10_12,53,10–12,Linear / desenvolvimento técnico,Geral,Aeróbio,Escada perna/nado,A1→A2; escada,A2|A1,,,Perna,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Aeróbio;zones=A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-53,200s de transferência,3800,3800,0,OK — EXATO,Treinos_10_12,54,10–12,Linear / desenvolvimento técnico,Geral,Misto,200s de transferência,Perna/nado; mudança de razão,A2,Livre/Crawl,,Perna,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=A2;styles=Livre/Crawl;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-54,Mudança de frequência,3400,3400,0,OK — EXATO,Treinos_10_12,55,10–12,Linear / desenvolvimento técnico,Geral,Misto,Mudança de frequência,Frequência de pernada,A2,,,Perna,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=A2;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-55,Broken com pernas,3600,3600,0,OK — EXATO,Treinos_10_12,56,10–12,Linear / desenvolvimento técnico,Geral,Misto,Broken com pernas,Broken + transferência,,,,Perna,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=NA;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-56,Perna forte depois do nado,3600,3600,0,OK — EXATO,Treinos_10_12,57,10–12,Linear / desenvolvimento técnico,Geral,Aeróbio,Perna forte depois do nado,A2 + pernas finais,A2,,,Perna,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Aeróbio;zones=A2;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-57,Resistência leve → pernas livres,3300,3300,0,OK — EXATO,Treinos_10_12,58,10–12,Linear / desenvolvimento técnico,Geral,Misto,Resistência leve → pernas livres,Força especial leve + transferência,,Livre/Crawl,Paraquedas,Perna,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=NA;styles=Livre/Crawl;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-58,Pernada longa,4000,4000,0,OK — EXATO,Treinos_10_12,59,10–12,Linear / desenvolvimento técnico,Geral,Aeróbio,Pernada longa,Blocos longos; A1/A2,A2|A1,Livre/Crawl|Costas|Medley,,Perna,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-59,100s: aprender a usar pernas,3800,3800,0,OK — EXATO,Treinos_10_12,60,10–12,Linear / desenvolvimento técnico,Geral,Misto,100s: aprender a usar pernas,Progressivos de 100 + transferência,A2,Livre/Crawl,,Perna,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=A2;styles=Livre/Crawl;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-60,Integração final perna+nado,4000,4000,0,OK — EXATO,Treinos_10_12,61,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Integração final perna+nado,Integração; A1/A2 + velocidade,A2|A1,Livre/Crawl,,Breakout|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2|A1;styles=Livre/Crawl;skills=Breakout|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-61,Aprender a acelerar,3200,3200,0,OK — EXATO,Treinos_10_12,62,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Aprender a acelerar,Coordenação de velocidade; 4 estilos,A2|A1,Livre/Crawl,,Breakout|Coordenação,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2|A1;styles=Livre/Crawl;skills=Breakout|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-62,Saídas nos quatro estilos,3200,3200,0,OK — EXATO,Treinos_10_12,63,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Saídas nos quatro estilos,Saídas + breakout; 4 estilos,A2|A1,Livre/Crawl|Costas|Peito|Borboleta|Medley,,Submerso|Breakout,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=Submerso|Breakout,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-63,Escola de viradas,3400,3400,0,OK — EXATO,Treinos_10_12,64,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Escola de viradas,Viradas + aceleração,A2,,,Submerso|Breakout,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2;styles=NA;skills=Submerso|Breakout,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-64,Trocas de velocidade dentro dos 100,3400,3400,0,OK — EXATO,Treinos_10_12,65,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Trocas de velocidade dentro dos 100,Trocas de velocidade; 4 estilos,A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-65,Velocidade IM,3600,3600,0,OK — EXATO,Treinos_10_12,66,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Velocidade IM,IM + velocidade coordenada,A2,Medley,,Coordenação,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2;styles=Medley;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-66,"Entrar rápido, sair rápido",3200,3200,0,OK — EXATO,Treinos_10_12,67,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,"Entrar rápido, sair rápido",Virada + saída de parede,A2|A1,,,,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-67,25/50/75/100 velocidade coordenada,3400,3400,0,OK — EXATO,Treinos_10_12,68,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,25/50/75/100 velocidade coordenada,Progressão de distância; 4 estilos,,Livre/Crawl|Costas|Peito|Borboleta,,Breakout|Coordenação,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=NA;styles=Livre/Crawl|Costas|Peito|Borboleta;skills=Breakout|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-68,Saída → nado → virada,3600,3600,0,OK — EXATO,Treinos_10_12,69,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Saída → nado → virada,Saída + estabilização + virada,A2,,,Breakout|Coordenação,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2;styles=NA;skills=Breakout|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-69,Mudança de marcha,3400,3400,0,OK — EXATO,Treinos_10_12,70,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Mudança de marcha,Acelerar e desacelerar com técnica,A2|A1,,,Coordenação,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=NA;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-70,Viradas IM,3400,3400,0,OK — EXATO,Treinos_10_12,71,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Viradas IM,Transições IM + velocidade,,Livre/Crawl|Costas|Peito|Borboleta|Medley,,,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=NA;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-71,Velocidade depois da parede,3200,3200,0,OK — EXATO,Treinos_10_12,72,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Velocidade depois da parede,Impulso + submerso + breakout,A2,,,Submerso|Breakout,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2;styles=NA;skills=Submerso|Breakout,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-72,400s com mudanças de velocidade,4000,4000,0,OK — EXATO,Treinos_10_12,73,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,400s com mudanças de velocidade,400s + trocas de velocidade,A2|A1,Medley,,Coordenação,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2|A1;styles=Medley;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-73,Velocidade por estilo,3600,3600,0,OK — EXATO,Treinos_10_12,74,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Velocidade por estilo,Blocos específicos por estilo,,Medley,,Coordenação,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=NA;styles=Medley;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-74,Frequência sem perder distância por ciclo,3400,3400,0,OK — EXATO,Treinos_10_12,75,10–12,Linear / desenvolvimento técnico,Geral,Misto,Frequência sem perder distância por ciclo,SR/SL + coordenação,,,,Braçadas|Coordenação,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=NA;styles=NA;skills=Braçadas|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-75,Broken 400 de velocidade,3600,3600,0,OK — EXATO,Treinos_10_12,76,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Broken 400 de velocidade,Broken + velocidade coordenada,,,,Breakout|Coordenação,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=NA;styles=NA;skills=Breakout|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-76,Aceleração antes e depois da virada,3400,3400,0,OK — EXATO,Treinos_10_12,77,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Aceleração antes e depois da virada,Virada + dupla aceleração,A2|A1,,,Coordenação,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=NA;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-77,Controle de velocidade no IM,3800,3800,0,OK — EXATO,Treinos_10_12,78,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Controle de velocidade no IM,IM + controle de velocidade,A2,Medley,,,,6,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2;styles=Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-78,Saídas + sprint + recuperação ativa,3200,3200,0,OK — EXATO,Treinos_10_12,79,10–12,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Saídas + sprint + recuperação ativa,Saída + sprint curto,A2|A1,Livre/Crawl,,Breakout,,7,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl;skills=Breakout,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-79,Circuito dos quatro estilos,3600,3600,0,OK — EXATO,Treinos_10_12,80,10–12,Linear / desenvolvimento técnico,Geral,Misto,Circuito dos quatro estilos,Circuito 4 estilos,A2,Medley,,,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Misto;zones=A2;styles=Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-10-12-80,Desafio final: nadador completo,4000,4000,0,OK — EXATO,Treinos_10_12,81,10–12,Linear / desenvolvimento técnico,Geral,Velocidade,Desafio final: nadador completo,Integração total de velocidade,A2,Medley,,Submerso|Breakout|Coordenação,,9,READY_WHOLE|BLOCKS_EXACT,YES,age=10–12;profile=Geral;type=Velocidade;zones=A2;styles=Medley;skills=Submerso|Breakout|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-01,Construção A1 → A2,5000,5000,0,OK — EXATO,Treinos_13_14,2,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,Construção A1 → A2,A1→A2; eficiência,A2|A1,Livre/Crawl|Costas|Borboleta,,Braçadas,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas|Borboleta;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-02,400s aeróbicos,5200,5200,0,OK — EXATO,Treinos_13_14,3,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,400s aeróbicos,A1/A2; tempo + braçadas,A2|A1,Medley,,Braçadas,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Medley;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-03,Aeróbico medley,5000,5000,0,OK — EXATO,Treinos_13_14,4,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,Aeróbico medley,IM + livre; A1→A2,A2|A1,Livre/Crawl|Costas|Peito|Borboleta|Medley,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-04,100s de eficiência,5000,5000,0,OK — EXATO,Treinos_13_14,5,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,100s de eficiência,A1/A2; SR/SL,A2|A1,Livre/Crawl|Borboleta,,Scull,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Borboleta;skills=Scull,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-05,800s aeróbicos,5400,5400,0,OK — EXATO,Treinos_13_14,6,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,800s aeróbicos,A1→A2; blocos longos,A2|A1,,,Braçadas,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=NA;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-06,Borboleta aeróbico sem destruir técnica,4800,4800,0,OK — EXATO,Treinos_13_14,7,13–14,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Borboleta aeróbico sem destruir técnica,Borbo fracionado + livre,A2|A1,Livre/Crawl|Costas|Borboleta,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas|Borboleta;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-07,Escada aeróbica,5200,5200,0,OK — EXATO,Treinos_13_14,8,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,Escada aeróbica,A1→A2; escada,A2|A1,Borboleta,,,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Borboleta;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-08,200s A1/A2,5000,5000,0,OK — EXATO,Treinos_13_14,9,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,200s A1/A2,A1/A2; 200s + IM,A2|A1,Livre/Crawl|Costas|Peito|Borboleta|Medley,,Braçadas,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-09,Aeróbico contínuo fracionado,5400,5400,0,OK — EXATO,Treinos_13_14,10,13–14,Linear / desenvolvimento técnico,Geral,Técnica/Fundamentos,Aeróbico contínuo fracionado,2×2000; duração + técnica,A2|A1,Livre/Crawl|Costas|Peito,,,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas|Peito;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-10,400 + 300 + 200 + 100,5200,5200,0,OK — EXATO,Treinos_13_14,11,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,400 + 300 + 200 + 100,A1→A2; blocos 1000,A2|A1,Livre/Crawl|Costas|Borboleta,,Braçadas,,4,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas|Borboleta;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-11,Medley aeróbico longo,5400,5400,0,OK — EXATO,Treinos_13_14,12,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,Medley aeróbico longo,IM/livre; A1→A2,A2|A1,Livre/Crawl|Medley,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-13-14-12,Controle de braçadas,5000,5000,0,OK — EXATO,Treinos_13_14,13,13–14,Linear / desenvolvimento técnico,Geral,Aeróbio,Controle de braçadas,Eficiência; A1/A2,A2|A1,Livre/Crawl|Borboleta,,Braçadas,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=13–14;profile=Geral;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Borboleta;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
